0.90551,0.90551,0.90551
0.91339,0.91339,0.91339
0.92126,0.92126,0.92126
0.92913,0.92913,0.92913
0.93701,0.93701,0.93701
0.94488,0.94488,0.94488
0.95276,0.95276,0.95276
0.96063,0.96063,0.96063
0.9685,0.9685,0.9685
0.97638,0.97638,0.97638
0.98425,0.98425,0.98425
0.99213,0.99213,0.99213
1,1,1
1,1,1
1,1,0.97727
1,1,0.95455
1,1,0.93182
1,1,0.90909
1,1,0.88636
1,1,0.86364
1,1,0.84091
1,1,0.81818
1,1,0.79545
1,1,0.77273
1,1,0.75
1,1,0.72727
1,1,0.70455
1,1,0.68182
1,1,0.65909
1,1,0.63636
1,1,0.61364
1,1,0.59091
1,1,0.56818
1,1,0.54545
1,1,0.52273
1,1,0.5
1,1,0.47727
1,1,0.45455
1,1,0.43182
1,1,0.40909
1,1,0.38636
1,1,0.36364
1,1,0.34091
1,1,0.31818
1,1,0.29545
1,1,0.27273
1,1,0.25
1,1,0.22727
1,1,0.20455
1,1,0.18182
1,1,0.15909
1,1,0.13636
1,1,0.11364
1,1,0.090909
1,1,0.068182
1,1,0.045455
1,1,0.022727
1,1,0
1,0.98413,0
1,0.96825,0
1,0.95238,0
1,0.93651,0
1,0.92063,0
1,0.90476,0
1,0.88889,0
1,0.87302,0
1,0.85714,0
1,0.84127,0
1,0.8254,0
1,0.80952,0
1,0.79365,0
1,0.77778,0
1,0.7619,0
1,0.74603,0
1,0.73016,0
1,0.71429,0
1,0.69841,0
1,0.68254,0
1,0.66667,0
1,0.65079,0
1,0.63492,0
1,0.61905,0
1,0.60317,0
1,0.5873,0
1,0.57143,0
1,0.55556,0
1,0.53968,0
1,0.52381,0
1,0.50794,0
1,0.49206,0
1,0.47619,0
1,0.46032,0
1,0.44444,0
1,0.42857,0
1,0.4127,0
1,0.39683,0
1,0.38095,0
1,0.36508,0
1,0.34921,0
1,0.33333,0
1,0.31746,0
1,0.30159,0
1,0.28571,0
1,0.26984,0
1,0.25397,0
1,0.2381,0
1,0.22222,0
1,0.20635,0
1,0.19048,0
1,0.1746,0
1,0.15873,0
1,0.14286,0
1,0.12698,0
1,0.11111,0
1,0.095238,0
1,0.079365,0
1,0.063492,0
1,0.047619,0
1,0.031746,0
1,0.015873,0
1,0,0
0.98413,0,0
0.96825,0,0
0.95238,0,0
0.93651,0,0
0.92063,0,0
0.90476,0,0
0.88889,0,0
0.87302,0,0
0.85714,0,0
0.84127,0,0
0.8254,0,0
0.80952,0,0
0.79365,0,0
0.77778,0,0
0.7619,0,0
0.74603,0,0
0.73016,0,0
0.71429,0,0
0.69841,0,0
0.68254,0,0
