0,0,0
0.007874,0.007874,0.007874
0.015748,0.015748,0.015748
0.023622,0.023622,0.023622
0.031496,0.031496,0.031496
0.03937,0.03937,0.03937
0.047244,0.047244,0.047244
0.055118,0.055118,0.055118
0.062992,0.062992,0.062992
0.070866,0.070866,0.070866
0.07874,0.07874,0.07874
0.086614,0.086614,0.086614
0.094488,0.094488,0.094488
0.10236,0.10236,0.10236
0.11024,0.11024,0.11024
0.11811,0.11811,0.11811
0.12598,0.12598,0.12598
0.13386,0.13386,0.13386
0.14173,0.14173,0.14173
0.14961,0.14961,0.14961
0.15748,0.15748,0.15748
0.16535,0.16535,0.16535
0.17323,0.17323,0.17323
0.1811,0.1811,0.1811
0.18898,0.18898,0.18898
0.19685,0.19685,0.19685
0.20472,0.20472,0.20472
0.2126,0.2126,0.2126
0.22047,0.22047,0.22047
0.22835,0.22835,0.22835
0.23622,0.23622,0.23622
0.24409,0.24409,0.24409
0.25197,0.25197,0.25197
0.25984,0.25984,0.25984
0.26772,0.26772,0.26772
0.27559,0.27559,0.27559
0.28346,0.28346,0.28346
0.29134,0.29134,0.29134
0.29921,0.29921,0.29921
0.30709,0.30709,0.30709
0.31496,0.31496,0.31496
0.32283,0.32283,0.32283
0.33071,0.33071,0.33071
0.33858,0.33858,0.33858
0.34646,0.34646,0.34646
0.35433,0.35433,0.35433
0.3622,0.3622,0.3622
0.37008,0.37008,0.37008
0.37795,0.37795,0.37795
0.38583,0.38583,0.38583
0.3937,0.3937,0.3937
0.40157,0.40157,0.40157
0.40945,0.40945,0.40945
0.41732,0.41732,0.41732
0.4252,0.4252,0.4252
0.43307,0.43307,0.43307
0.44094,0.44094,0.44094
0.44882,0.44882,0.44882
0.45669,0.45669,0.45669
0.46457,0.46457,0.46457
0.47244,0.47244,0.47244
0.48031,0.48031,0.48031
0.48819,0.48819,0.48819
0.49606,0.49606,0.49606
0.50394,0.50394,0.50394
0.51181,0.51181,0.51181
0.51969,0.51969,0.51969
0.52756,0.52756,0.52756
0.53543,0.53543,0.53543
0.54331,0.54331,0.54331
0.55118,0.55118,0.55118
0.55906,0.55906,0.55906
0.56693,0.56693,0.56693
0.5748,0.5748,0.5748
0.58268,0.58268,0.58268
0.59055,0.59055,0.59055
0.59843,0.59843,0.59843
0.6063,0.6063,0.6063
0.61417,0.61417,0.61417
0.62205,0.62205,0.62205
0.62992,0.62992,0.62992
0.6378,0.6378,0.6378
0.64567,0.64567,0.64567
0.65354,0.65354,0.65354
0.66142,0.66142,0.66142
0.66929,0.66929,0.66929
0.67717,0.67717,0.67717
0.68504,0.68504,0.68504
0.69291,0.69291,0.69291
0.70079,0.70079,0.70079
0.70866,0.70866,0.70866
0.71654,0.71654,0.71654
0.72441,0.72441,0.72441
0.73228,0.73228,0.73228
0.74016,0.74016,0.74016
0.74803,0.74803,0.74803
0.75591,0.75591,0.75591
0.76378,0.76378,0.76378
0.77165,0.77165,0.77165
0.77953,0.77953,0.77953
0.7874,0.7874,0.7874
0.79528,0.79528,0.79528
0.80315,0.80315,0.80315
0.81102,0.81102,0.81102
0.8189,0.8189,0.8189
0.82677,0.82677,0.82677
0.83465,0.83465,0.83465
0.84252,0.84252,0.84252
0.85039,0.85039,0.85039
0.85827,0.85827,0.85827
0.86614,0.86614,0.86614
0.87402,0.87402,0.87402
0.88189,0.88189,0.88189
0.88976,0.88976,0.88976
0.89764,0.89764,0.89764
